Problem Date,Problem Details,Language,Title,URL
6/22/2026,vérifier si ce consultant en immigration canadienne de Numéro de permis : R507701 du Nom : Horugavye Gordien a toujours l'autorisation valide actuellement,fr,Vérifiez si votre représentant est autorisé - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/representant-immigration-citoyennete/choisir/autorise.html
6/22/2026,not received AOR after 3 years,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Conversation avec un spécialiste,fr,Travailleurs agricoles – Travailler temporairement au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/travailler-canada/instructions-speciales/agricoles.html
6/22/2026,i want to check if may eta is still valid,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/22/2026,Ref: TR/CND/764/2025 Dated:19/06/2026,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
6/22/2026,Je veux participer en ligne,fr,Activités Destination Canada Forum Mobilité : Participer à une de nos activités en tant que représentant d’une institution - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/travailler-canada/embaucher-etranger-temporaires/travailleurs-francophones-bilingues-exterieur-quebec/destination-canada/institutions.html
6/22/2026,i live in canada and want to apply for common law sponsorship. Do i need police clearance from canada too or only from home country,en,Police certificate: How to get a police certificate - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/medical-police/police-certificates/how.html
6/22/2026,want to go to the page to continue my visa application,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,I would like to check if my visa is still valid,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,J’ai besoin du formulaire de demande d’AVE,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/22/2026,اريد تقديم الهجرة عبر منصة A A I P,fr,الهجرة والجنسية - Canada.ca,https://www.canada.ca/fr/services/immigration-citoyennete.html
6/22/2026,Where do I find applications for for immigration as a refugee from the Congo,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,I applied for citizenship March 18 2026 pls have you started sending AOR for applications received then?,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Une Ave approuvée l'année dernière comment la retrouver?,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/22/2026,Where can I upload this document...,en,Document Checklist: Voluntary Renunciation of Permanent Resident Status (IMM 5783) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5783.html
6/22/2026,I want go there to work,en,How to apply for a visitor visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html
6/22/2026,SIGN IN,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
6/22/2026,Je veux créer mon compte,fr,S’inscrire à un compte sécurisé d’IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/inscription.html
6/22/2026,Est-il possible que qu'on soit tiré dans le bassin avec 350 points seulement,fr,Entrée express : Rondes d’invitations - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express/rondes-invitations.html
6/22/2026,斯佩普美国,en,Study permit: While you study - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/while-you-study.html
6/22/2026,how to come from Cameroon and settle in Canada for work,en,Crisis in Palestine - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/israel-west-bank-gaza-2023.html
6/22/2026,"Hello, I completed all documents more than 3 months ago but no send me ceremony appointment, Please guide me what should I do? Thank you,",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Work sponsorship,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,اريد الحصول على فيزا لكندا,fr,Immigrer dans le cadre d’Entrée express - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express.html
6/22/2026,i need the PPT-028 form,en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
6/22/2026,Mechanic engineering,en,Apply online to visit Canada: IRCC Portal - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/portal-application-process.html
6/22/2026,group visa,en,How to apply for a visitor visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html
6/22/2026,i m looking for apply for n.z passport to electronic authorized for canada,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,formulaire a remplire pour une demande de residente permanante,fr,Ouvrir une session dans votre compte sécurisé d’IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html
6/22/2026,Infirmier Anesthésiste Réanimateur,fr,Vivre et travailler en tant que médecin au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/medecins.html
6/22/2026,S'inscrire pour l'entrée express en couple,fr,Vivre au Canada de façon permanente - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada.html
6/22/2026,où ramasser un formulaire papier,fr,Trouver un formulaire de passeport ou de document de voyage - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens/formulaires.html
6/22/2026,انا عائلة لبنانية موجودة في لبنان نريد الحصول على اللجوء على كندا,en,Refugee protection in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/protection.html
6/22/2026,Guardianship for 17 year old,en,﻿Study permit: How to apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/apply.html
6/22/2026,I need the application form mailed to me,en,Get the form and renew a passport by mail in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees/apply-by-mail.html
6/22/2026,renouvellement carte résident permanent,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
6/22/2026,Le delai de date d'expiration par destination,fr,Passeports canadiens et autres documents de voyage : Présenter une demande au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens.html
6/22/2026,Am 26 years old am Christian my life in Jerusalem not good at all I want to come and live in Canada I want to apply religion asylum,en,Find out if you need to give biometrics - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/biometrics/need-biometrics.html
6/22/2026,I did not receive the ETA e-mail.,en,Next steps: after you apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/form-exit.html
6/22/2026,انا من اليمن مقيم في السعودية وريد الهجره إلى كندا للعمل بمجال مزارع الماشيه وغيرها,en,"Immigration, Refugees and Citizenship Canada - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship.html
6/22/2026,"Bonjour, On a déposé mon dossier depuis le 3 mai 20224 et je n'ai pas de nouvelles de ma demande de citoyenneté. S'il vous plaît, ou en est il de ma demande. Merci",fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
6/22/2026,Online,en,Renew your passport online - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/online-account.html
6/22/2026,نموزج التقديم السريع,en,Documents for Express Entry: Proof of funds - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/documents/proof-funds.html
6/22/2026,demande de rendez vous pour biometric,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
6/22/2026,Pas de lien vers le formulaire pour faire la demande d'AVE,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/22/2026,i lost my permanent residant i need appoinment,en,Permanent Residence Portal - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/pr-portal.html
6/22/2026,I want a job. I have many skills. I am a job-seeking citizen,en,Permanent Residence Portal - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/pr-portal.html
6/22/2026,i want different form,en,"Family Information Form – Visitors, Students and Workers (IMM 5707) - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5707.html
6/22/2026,IS CANAMIGRATE A LEGIT AGENCY?,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,kahlywdatayp gmail.com,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,j'ai reçu un nouveau passeport et j'aimerais modifer faire une nouvelle demande d'AVE,fr,Derniers conseils pour présenter une demande d’AVE - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/derniers-conseils-presenter-ave.html
6/22/2026,Retour au Canada,fr,S’établir au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/setablir-canada.html
6/22/2026,How can I apply for farm jobs in canada,en,Provincial Nominee Program : Express Entry process Get or confirm a nomination - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/provincial-nominees/express-entry/get-confirm-nomination.html
6/22/2026,Where is the app? I can't apply if there is no application link.,en,Register for an IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/register.html
6/22/2026,Imm0056,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
6/22/2026,Vérification demande eTA,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
6/22/2026,Je suis plombier et chefeur camion bus,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
6/22/2026,Why can't i find a passport office using a postal code?,en,Get the form and renew a passport in person in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees/apply-in-person.html
6/22/2026,I am looking to apply,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,I applied for 2 ETA and have received only 1 and i wanted to find out how i can check the status for the second one and i could not find any place to do this check!,en,Electronic travel authorization (eTA): How to apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html
6/22/2026,I’m trying to find information about minor children visiting Canada with both parents.,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/22/2026,My travel history,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,Pptc 028,en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
6/22/2026,How many days it takes for Visa stamping,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,i need for to fill for 13 yeas old. passport is expiring in this june,en,Passport and travel document fee changes - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/fees/fee-changes-passport.html
6/22/2026,No,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
6/22/2026,Free Sponsorship work and Study in Canada,en,Your IRCC application - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application.html
6/22/2026,INVITATION PORTAIL IRCC,fr,S’inscrire à un compte sécurisé d’IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/inscription.html
6/22/2026,I submitted an application for proof of citizenship in March 2026 and have not received an AOR. I would like to enquire about the current status of my application.,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Recover account,en,Immigration and citizenship - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
6/22/2026,Please I prefer to fill on paper,en,Apply online to visit Canada: IRCC Portal - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/portal-application-process.html
6/22/2026,APPLICATION FOR VISITORS VISA FROM OUTSIDE CANADA,en,Schedule 1: Application for Temporary Residence  (IMM 5257 SCH1) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5257-sch1.html
6/22/2026,I need to work as a helper like helping kids in créch or to help old person,en,Find out if you need a work permit - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit.html
6/22/2026,Booking an appointment,en,Canadian passports: Applying from abroad - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports-abroad.html
6/22/2026,Je suis Haitien resident en france depuis plus que 10 ans je veux aller visiter le canada je sais pas comment faire.,fr,Vérifiez si vous avez besoin d’un visa ou d’une AVE pour vous rendre au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/verifiez-visa-ave.html
6/22/2026,الهجرةوالجنسية,en,الهجرة والجنسية - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
6/22/2026,I want to fill online visitor visa form,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,Job with sponsorship,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,اريد اللجؤ الى كندا. عشان العمل,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,J'ai toujours pas reçu mon AvE comment faire,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/22/2026,برنامج الهجره و اللجوء إلى كندا,en,Immigrate through Express Entry - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html
6/22/2026,Can I make an appointment to renew my passport in the office?,en,Renew your passport online - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/online-account.html
6/22/2026,Bonjour J’habite en France et dois renouveller en ligne mon passeport canadien j’ai tous les éléments remplis je voudrais en voyer les documents par la poste à l’ambassade de Paris et payer en ligne maintenant comment payer en ligne et joindre la preuve de mon paiement avec . Merci Mme Garrone,fr,Renouveler un passeport à partir d’un pays autre que le Canada ou les États-Unis - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens-etranger/renouveler-etranger.html
6/22/2026,"Hi, I didn't receive the Submitted Application after submitting the application online. Payment has been made.",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,عايز اقدم للسفر,en,Immigrate through Express Entry - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html
6/22/2026,Case Specific Enquiries,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Où est le formulaire en ligne à remplir ?,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/22/2026,Soumission 03/11/### #### ###### Combien de temps pour mon PPR ?,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
6/22/2026,"Hello sir /madam I resubmit my gckey letter in March 2026 but I haven't received any reply till them which makes me worry too much, please I need your help",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,How to apply to renew my work permit as it is expiring soon,en,Extend or change the conditions on your work permit: What to do if your work permit expires or is expiring - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/extend/expired-permit.html
6/22/2026,How to pay fees when mailing the application if you don’t have a credit card,en,Passport and travel document fee changes - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/fees/fee-changes-passport.html
6/22/2026,please i wish to apply for an expres entry,fr,Obtenir une carte de résident permanent - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/residents-permanents.html
6/22/2026,Application Canadian pasaport,en,Renew your passport online - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/online-account.html
6/22/2026,"Le 17/06/2026, j'ai rempli un formulaire pour mes parents Mr et ############# qui partent à Québec du 16 au 27 juillet 2026. Je n'ai pas reçu l'approbation à mes demandes et je n'ai donc pas de numéro d'AVE à communiquer à l'aéroport de Yul. Que dois-je faire ?",en,Comment vérifier l'état de votre demande d'immigration - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,How do I submit the visitors visa application online. After completing the questionnaire and uploading documents I did not see the submission instruction.,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
6/22/2026,I want a sponsorship to Canada,en,Immigration and citizenship - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
6/22/2026,How to do the profile for immigration,en,Immigrate through Express Entry - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html
6/22/2026,Booking an appointment,en,Get the form and renew a passport by mail in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees/apply-by-mail.html
6/22/2026,Como puedo solicitar una visa canadiense siendo emigrante en estado unidos,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/22/2026,الاسم ادريس عامل بناء والفلاحة ابحت عن عمل في مجال البناء أو الفلاحة,en,Find out if you need to give biometrics - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/biometrics/need-biometrics.html
6/22/2026,Ai je besoin de demander une AVE avec un passeport français ?,fr,Vérifiez si vous avez besoin d’un visa ou d’une AVE pour vous rendre au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/verifiez-visa-ave.html
6/22/2026,how can i check my application status wheni dont have me application number i dont have uci or any other number,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,How do I find the form to complete my application?,en,Passport and travel document fee changes - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/fees/fee-changes-passport.html
6/22/2026,où est le formulaire de demande d'AVE ? #####,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/22/2026,junior hockey,en,Find out if you need a work permit - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit.html
6/22/2026,West,en,Designated learning institutions list - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html
6/22/2026,I just need a form to renew my permanent resident card.,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
6/22/2026,Work permit,en,Work permit application from outside Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/permit-outside.html
6/22/2026,i would like to log in to my application account and see whats happening because its taking so long,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Formulaire renouvellement passeport,fr,Comment renouveler un passeport pour adulte au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens/renouvellement-passeport-adulte.html
6/22/2026,I am requesting to know the status of my application for work permit renewal which I submitted on 23rd April 2026. Thank you.,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,the calculator did not have a space for my job experience,en,Express Entry: Comprehensive Ranking System (CRS) criteria - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/check-score/crs-criteria.html
6/22/2026,Circular clicks. #### you click on an operation it should take you directly to it.,en,Get the form and submit your passport renewal in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees.html
6/22/2026,Visiting a friend,en,How to apply for a visitor visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html
6/22/2026,I would like to apply for an open work visa,en,Register for an IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/register.html
6/22/2026,Bozoks777,en,Filistin'deki Kriz - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/israel-west-bank-gaza-2023.html
6/22/2026,portal to submit application,en,"Application to Change Conditions, Extend my Stay or Remain in Canada as a Visitor or Temporary Resident Permit Holder (IMM 5708) - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5708.html
6/22/2026,Quiero solicitar refugio,en,Inicia sesión en tu cuenta de IRCC - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,delete this account,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
6/22/2026,Is the Advance Declaration necessary,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/22/2026,renew pr card,en,"Get a permanent resident card:  Get, renew or replace a permanent resident card - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/permanent-residents/card/apply.html
6/22/2026,pR,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,bouton simple faire son ave,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/22/2026,the link to start the application for study permit,en,Study permit: How to apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/apply.html
6/22/2026,remplir le formulaire pour passeport en ligne,fr,Renouveler un passeport en ligne au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens/renouvellement-passeport-adulte/soumettre-formulaire-frais/renouveler-en-ligne.html
6/22/2026,please let us know when the medical examination will be conducted and the visa it has been over a year and five months since the interview,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,where do i pay for renwal of PR card,en,Application for a Permanent Resident Card (PR card) or Permanent Resident Travel Document (PRTD) [IMM 5444] - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5444.html
6/22/2026,appointment,en,Apply online to visit Canada: IRCC Portal - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/portal-application-process.html
6/22/2026,Demande de visa canadien ivoirienne vivant en France depuis 11 ans,fr,Vérifiez si vous avez besoin d’un visa ou d’une AVE pour vous rendre au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/verifiez-visa-ave.html
6/22/2026,"Meu nome é #################################### e no visto veio como: De Souza Xavier Torres, Marcos afons. Faltou o “O” , isso pode ter algum problema?",en,"Application to Change Conditions, Extend my Stay or Remain in Canada as a Worker (IMM 5710) - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5710.html
6/22/2026,looking for list of PR documents required,en,Document Checklist: Application for a Permanent Resident Card or Permanent Resident Travel Document (IMM 5644)  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5644.html
6/22/2026,job with lmia,en,Extend or change the conditions on your work permit: Changing jobs or employers - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/extend/change-jobs-employers.html
6/22/2026,"My daughter is 17 years old now. She born in Canada and holds Canadian passport already, and will expire at Jan.2027. what kind of form she should use for renew.",en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
6/22/2026,where do i mail the online application,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,I need to know if someone from curaçao needs a visa,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/22/2026,demander le visa pour un élève qui veut intégrer une académie sport-études,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
6/22/2026,36 ay oldu PRC kart bekliyorum,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,I sent an application (paper) to renew a PR card. The application was received at your office on May 6. UCI is 5# ### ### ###. I have checked online and cannot see any status.,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,"Comment voyage au Canada par bateau,les documents a fournir",fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/22/2026,Contact d’urgence,fr,Ce dont vous avez besoin pour renouveler votre passeport pour adulte au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens/renouvellement-passeport-adulte/documents-requis-photos.html
6/22/2026,"je veux un formulaire papier, .je n'ai pas trouvé",fr,Obtenir le formulaire et demander le renouvellement d’un passeport au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens/renouvellement-passeport-adulte/soumettre-formulaire-frais.html
6/22/2026,Waiting for status update Passport renewal Online,en,Renew your passport online - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/online-account.html
6/22/2026,job application in Germany,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
